1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; -3.360613e-02 + i -1.117172e-02 ; 0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.360613e-02 + i -1.117172e-02 ; 2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.544637e-06 + i -2.006207e-06 ; -1.219571e-02 + i -4.054231e-03 ; -1.219571e-02 + i -4.054231e-03 ; -6.236876e-03 + i -2.073494e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.446728e-03 + i -8.135312e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -4.247777e-03 + i -1.412256e-03 ; -2.500330e-03 + i -8.311871e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.983401e-03 + i -6.595070e-04 ; -8.264318e-04 + i -2.747315e-04 ; 0.000000e+00 + i -0.000000e+00 ; -4.247777e-03 + i -1.412256e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.500330e-03 + i -8.311871e-04 ; -1.983401e-03 + i -6.595070e-04 ; 0.000000e+00 + i -0.000000e+00 ; -8.264318e-04 + i -2.747315e-04 ; -2.981529e-03 + i -9.913157e-04 ; -1.890521e-03 + i -6.284679e-04 ; -1.890521e-03 + i -6.284679e-04 ; -1.623821e-03 + i -5.399713e-04 ; -7.026514e-04 + i -2.335831e-04 ; -7.026514e-04 + i -2.335831e-04 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.265393e+00 + i 8.822469e-02 ; 1.219571e-02 + i 4.054231e-03 ; 1.219571e-02 + i 4.054231e-03 ; -5.544637e-06 + i -2.006207e-06 ; 0.000000e+00 + i -0.000000e+00 ; 3.360613e-02 + i 1.117172e-02 ; -1.120885e-02 + i -3.726331e-03 ; 3.360613e-02 + i 1.117172e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.942712e-03 + i 2.640241e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.576978e-03 + i 8.565046e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.224330e-02 + i 4.069888e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.113190e-03 + i 1.034758e-03 ; -5.907949e-03 + i -1.963985e-03 ; 3.415903e-03 + i 1.135552e-03 ; 2.263094e-03 + i 7.521597e-04 ; -1.890521e-03 + i -6.284679e-04 ; 6.926149e-04 + i 2.302466e-04 ; 1.486114e-03 + i 4.938674e-04 ; -1.033160e-02 + i -3.434543e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.969109e-03 + i 6.544300e-04 ; -2.500330e-03 + i -8.311871e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.660953e-03 + i 5.519893e-04 ; 
6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; 0.000000e+00 + i -0.000000e+00 ; 3.360613e-02 + i 1.117172e-02 ; 2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.544637e-06 + i -2.006207e-06 ; -1.219571e-02 + i -4.054231e-03 ; 1.219571e-02 + i 4.054231e-03 ; 1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; -3.360613e-02 + i -1.117172e-02 ; 0.000000e+00 + i -0.000000e+00 ; -4.247777e-03 + i -1.412256e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.500330e-03 + i 8.311871e-04 ; -1.983401e-03 + i -6.595070e-04 ; 0.000000e+00 + i -0.000000e+00 ; 8.264318e-04 + i 2.747315e-04 ; -2.981529e-03 + i -9.913157e-04 ; -1.890521e-03 + i -6.284679e-04 ; 1.890521e-03 + i 6.284679e-04 ; -1.623821e-03 + i -5.399713e-04 ; -7.026514e-04 + i -2.335831e-04 ; 7.026514e-04 + i 2.335831e-04 ; -6.236876e-03 + i -2.073494e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.446728e-03 + i -8.135312e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -4.247777e-03 + i -1.412256e-03 ; -2.500330e-03 + i -8.311871e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.983401e-03 + i -6.595070e-04 ; -8.264318e-04 + i -2.747315e-04 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; 3.360613e-02 + i 1.117172e-02 ; -1.219571e-02 + i -4.054231e-03 ; -5.544637e-06 + i -2.006207e-06 ; 1.219571e-02 + i 4.054231e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; 0.000000e+00 + i -0.000000e+00 ; -3.360613e-02 + i -1.117172e-02 ; -1.120885e-02 + i -3.726331e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.576978e-03 + i 8.565046e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.098811e-03 + i 3.651158e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.890521e-03 + i -6.284679e-04 ; 1.486114e-03 + i 4.938674e-04 ; 6.926149e-04 + i 2.302466e-04 ; -7.026514e-04 + i -2.335831e-04 ; 8.083456e-04 + i 2.685562e-04 ; 1.884015e-04 + i 6.263051e-05 ; -0.000000e+00 + i -0.000000e+00 ; 3.113190e-03 + i 1.034758e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.219546e-03 + i 4.052518e-04 ; -0.000000e+00 + i -0.000000e+00 ; -2.500330e-03 + i -8.311871e-04 ; 1.660953e-03 + i 5.519893e-04 ; 0.000000e+00 + i -0.000000e+00 ; -8.264318e-04 + i -2.747315e-04 ; 8.772201e-04 + i 2.914522e-04 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; 3.360613e-02 + i 1.117172e-02 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.360613e-02 + i 1.117172e-02 ; -1.120885e-02 + i -3.726331e-03 ; 1.219571e-02 + i 4.054231e-03 ; 1.219571e-02 + i 4.054231e-03 ; -5.544637e-06 + i -2.006207e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.239729e-02 + i 7.445389e-03 ; 2.500330e-03 + i 8.311871e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.660953e-03 + i 5.519893e-04 ; 8.264318e-04 + i 2.747315e-04 ; -0.000000e+00 + i -0.000000e+00 ; 8.772201e-04 + i 2.914522e-04 ; 1.890521e-03 + i 6.284679e-04 ; 6.926149e-04 + i 2.302466e-04 ; 1.486114e-03 + i 4.938674e-04 ; 7.026514e-04 + i 2.335831e-04 ; 1.884015e-04 + i 6.263051e-05 ; 8.083456e-04 + i 2.685562e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.113190e-03 + i 1.034758e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.219546e-03 + i 4.052518e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.576978e-03 + i 8.565046e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.098811e-03 + i 3.651158e-04 ; 
-1.120885e-02 + i -3.726331e-03 ; -0.000000e+00 + i -0.000000e+00 ; -3.360613e-02 + i -1.117172e-02 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.544637e-06 + i -2.006207e-06 ; 1.219571e-02 + i 4.054231e-03 ; -1.219571e-02 + i -4.054231e-03 ; 2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; 3.360613e-02 + i 1.117172e-02 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.926221e-03 + i -3.299947e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.033160e-02 + i 3.434543e-03 ; -4.247777e-03 + i -1.412256e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.500330e-03 + i 8.311871e-04 ; -4.539049e-03 + i -1.509083e-03 ; -5.907949e-03 + i -1.963985e-03 ; 5.907949e-03 + i 1.963985e-03 ; -2.981529e-03 + i -9.913157e-04 ; -1.890521e-03 + i -6.284679e-04 ; 1.890521e-03 + i 6.284679e-04 ; -2.450325e-02 + i -8.145803e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -6.236876e-03 + i -2.073494e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -9.926221e-03 + i -3.299947e-03 ; -1.033160e-02 + i -3.434543e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.247777e-03 + i -1.412256e-03 ; -2.500330e-03 + i -8.311871e-04 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.219571e-02 + i 4.054231e-03 ; -5.544637e-06 + i -2.006207e-06 ; 1.219571e-02 + i 4.054231e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; 3.360613e-02 + i 1.117172e-02 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; 3.360613e-02 + i 1.117172e-02 ; -1.120885e-02 + i -3.726331e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.942712e-03 + i 2.640241e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.576978e-03 + i 8.565046e-04 ; -0.000000e+00 + i -0.000000e+00 ; -5.907949e-03 + i -1.963985e-03 ; 2.263094e-03 + i 7.521597e-04 ; 3.415903e-03 + i 1.135552e-03 ; -1.890521e-03 + i -6.284679e-04 ; 1.486114e-03 + i 4.938674e-04 ; 6.926149e-04 + i 2.302466e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.224330e-02 + i 4.069888e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.113190e-03 + i 1.034758e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.033160e-02 + i -3.434543e-03 ; 1.969109e-03 + i 6.544300e-04 ; 0.000000e+00 + i -0.000000e+00 ; -2.500330e-03 + i -8.311871e-04 ; 1.660953e-03 + i 5.519893e-04 ; 0.000000e+00 + i -0.000000e+00 ; 
-3.360613e-02 + i -1.117172e-02 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; -1.219571e-02 + i -4.054231e-03 ; 1.219571e-02 + i 4.054231e-03 ; -5.544637e-06 + i -2.006207e-06 ; -0.000000e+00 + i -0.000000e+00 ; 3.360613e-02 + i 1.117172e-02 ; -1.120885e-02 + i -3.726331e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; 1.033160e-02 + i 3.434543e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.969109e-03 + i 6.544300e-04 ; 2.500330e-03 + i 8.311871e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.660953e-03 + i 5.519893e-04 ; 5.907949e-03 + i 1.963985e-03 ; 3.415903e-03 + i 1.135552e-03 ; 2.263094e-03 + i 7.521597e-04 ; 1.890521e-03 + i 6.284679e-04 ; 6.926149e-04 + i 2.302466e-04 ; 1.486114e-03 + i 4.938674e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.224330e-02 + i 4.069888e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.113190e-03 + i 1.034758e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.942712e-03 + i 2.640241e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.576978e-03 + i 8.565046e-04 ; 
2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -5.544637e-06 + i -2.006207e-06 ; 1.219571e-02 + i 4.054231e-03 ; 1.219571e-02 + i 4.054231e-03 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; 0.000000e+00 + i -0.000000e+00 ; 3.360613e-02 + i 1.117172e-02 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; 3.360613e-02 + i 1.117172e-02 ; 0.000000e+00 + i -0.000000e+00 ; 1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.981529e-03 + i -9.913157e-04 ; 1.890521e-03 + i 6.284679e-04 ; 1.890521e-03 + i 6.284679e-04 ; -1.623821e-03 + i -5.399713e-04 ; 7.026514e-04 + i 2.335831e-04 ; 7.026514e-04 + i 2.335831e-04 ; -4.247777e-03 + i -1.412256e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.500330e-03 + i 8.311871e-04 ; -1.983401e-03 + i -6.595070e-04 ; 0.000000e+00 + i -0.000000e+00 ; 8.264318e-04 + i 2.747315e-04 ; -4.247777e-03 + i -1.412256e-03 ; 2.500330e-03 + i 8.311871e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.983401e-03 + i -6.595070e-04 ; 8.264318e-04 + i 2.747315e-04 ; 0.000000e+00 + i -0.000000e+00 ; -6.236876e-03 + i -2.073494e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.446728e-03 + i -8.135312e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; -3.360613e-02 + i -1.117172e-02 ; 1.219571e-02 + i 4.054231e-03 ; -5.544637e-06 + i -2.006207e-06 ; -1.219571e-02 + i -4.054231e-03 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; -0.000000e+00 + i -0.000000e+00 ; 3.360613e-02 + i 1.117172e-02 ; -1.120885e-02 + i -3.726331e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.890521e-03 + i 6.284679e-04 ; 1.486114e-03 + i 4.938674e-04 ; -6.926149e-04 + i -2.302466e-04 ; 7.026514e-04 + i 2.335831e-04 ; 8.083456e-04 + i 2.685562e-04 ; -1.884015e-04 + i -6.263051e-05 ; -0.000000e+00 + i -0.000000e+00 ; 2.576978e-03 + i 8.565046e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.098811e-03 + i 3.651158e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.500330e-03 + i 8.311871e-04 ; 1.660953e-03 + i 5.519893e-04 ; -0.000000e+00 + i -0.000000e+00 ; 8.264318e-04 + i 2.747315e-04 ; 8.772201e-04 + i 2.914522e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.113190e-03 + i 1.034758e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.219546e-03 + i 4.052518e-04 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -3.360613e-02 + i -1.117172e-02 ; -1.120885e-02 + i -3.726331e-03 ; 1.219571e-02 + i 4.054231e-03 ; -1.219571e-02 + i -4.054231e-03 ; -5.544637e-06 + i -2.006207e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; 3.360613e-02 + i 1.117172e-02 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; 1.890521e-03 + i 6.284679e-04 ; -6.926149e-04 + i -2.302466e-04 ; 1.486114e-03 + i 4.938674e-04 ; 7.026514e-04 + i 2.335831e-04 ; -1.884015e-04 + i -6.263051e-05 ; 8.083456e-04 + i 2.685562e-04 ; 2.500330e-03 + i 8.311871e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.660953e-03 + i 5.519893e-04 ; 8.264318e-04 + i 2.747315e-04 ; -0.000000e+00 + i -0.000000e+00 ; 8.772201e-04 + i 2.914522e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.576978e-03 + i 8.565046e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.098811e-03 + i 3.651158e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.113190e-03 + i 1.034758e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.219546e-03 + i 4.052518e-04 ; 
-5.544637e-06 + i -2.006207e-06 ; -1.219571e-02 + i -4.054231e-03 ; -1.219571e-02 + i -4.054231e-03 ; 2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; -0.000000e+00 + i -0.000000e+00 ; -3.360613e-02 + i -1.117172e-02 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; -3.360613e-02 + i -1.117172e-02 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.539049e-03 + i -1.509083e-03 ; 5.907949e-03 + i 1.963985e-03 ; 5.907949e-03 + i 1.963985e-03 ; -2.981529e-03 + i -9.913157e-04 ; 1.890521e-03 + i 6.284679e-04 ; 1.890521e-03 + i 6.284679e-04 ; -9.926221e-03 + i -3.299947e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.033160e-02 + i 3.434543e-03 ; -4.247777e-03 + i -1.412256e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.500330e-03 + i 8.311871e-04 ; -9.926221e-03 + i -3.299947e-03 ; 1.033160e-02 + i 3.434543e-03 ; 0.000000e+00 + i -0.000000e+00 ; -4.247777e-03 + i -1.412256e-03 ; 2.500330e-03 + i 8.311871e-04 ; 0.000000e+00 + i -0.000000e+00 ; -2.450325e-02 + i -8.145803e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -6.236876e-03 + i -2.073494e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 
-1.219571e-02 + i -4.054231e-03 ; -5.544637e-06 + i -2.006207e-06 ; -1.219571e-02 + i -4.054231e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.120885e-02 + i -3.726331e-03 ; -3.360613e-02 + i -1.117172e-02 ; -0.000000e+00 + i -0.000000e+00 ; 2.239729e-02 + i 7.445389e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -3.360613e-02 + i -1.117172e-02 ; -1.120885e-02 + i -3.726331e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.267415e-01 + i -4.213295e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.335627e-02 + i 2.106142e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.265393e+00 + i 8.822469e-02 ; -0.000000e+00 + i -0.000000e+00 ; 5.907949e-03 + i 1.963985e-03 ; 2.263094e-03 + i 7.521597e-04 ; -3.415903e-03 + i -1.135552e-03 ; 1.890521e-03 + i 6.284679e-04 ; 1.486114e-03 + i 4.938674e-04 ; -6.926149e-04 + i -2.302466e-04 ; -0.000000e+00 + i -0.000000e+00 ; 7.942712e-03 + i 2.640241e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.576978e-03 + i 8.565046e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.033160e-02 + i 3.434543e-03 ; 1.969109e-03 + i 6.544300e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.500330e-03 + i 8.311871e-04 ; 1.660953e-03 + i 5.519893e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.224330e-02 + i 4.069888e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.113190e-03 + i 1.034758e-03 ; -0.000000e+00 + i -0.000000e+00 ; 
