1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; -2.773532e-02 + i -6.848240e-04 ; 0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; 0.000000e+00 + i -0.000000e+00 ; -2.773532e-02 + i -6.848240e-04 ; 1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.392796e-05 + i -4.666916e-06 ; -1.006849e-02 + i -2.486056e-04 ; -1.006849e-02 + i -2.486056e-04 ; -5.181376e-03 + i -1.315157e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.045243e-03 + i -5.407513e-05 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.536428e-03 + i -9.089806e-05 ; -2.067920e-03 + i -5.106193e-05 ; 0.000000e+00 + i -0.000000e+00 ; -1.661259e-03 + i -4.459248e-05 ; -6.849692e-04 + i -1.691576e-05 ; 0.000000e+00 + i -0.000000e+00 ; -3.536428e-03 + i -9.089806e-05 ; 0.000000e+00 + i -0.000000e+00 ; -2.067920e-03 + i -5.106193e-05 ; -1.661259e-03 + i -4.459248e-05 ; 0.000000e+00 + i -0.000000e+00 ; -6.849692e-04 + i -1.691576e-05 ; -2.488685e-03 + i -6.502626e-05 ; -1.564088e-03 + i -3.862165e-05 ; -1.564088e-03 + i -3.862165e-05 ; -1.363098e-03 + i -3.722890e-05 ; -5.825698e-04 + i -1.438738e-05 ; -5.825698e-04 + i -1.438738e-05 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.218721e+00 + i 5.396939e-03 ; 1.006849e-02 + i 2.486056e-04 ; 1.006849e-02 + i 2.486056e-04 ; -4.392796e-05 + i -4.666916e-06 ; 0.000000e+00 + i -0.000000e+00 ; 2.773532e-02 + i 6.848240e-04 ; -9.298986e-03 + i -2.331886e-04 ; 2.773532e-02 + i 6.848240e-04 ; 0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.525384e-03 + i 1.575408e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.108046e-03 + i 4.847765e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.006834e-02 + i 2.450197e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.549129e-03 + i 5.936702e-05 ; -4.880656e-03 + i -1.205115e-04 ; 2.821935e-03 + i 6.967826e-05 ; 1.839160e-03 + i 4.183226e-05 ; -1.564088e-03 + i -3.862165e-05 ; 5.730223e-04 + i 1.414950e-05 ; 1.207538e-03 + i 2.624366e-05 ; -8.532300e-03 + i -2.106756e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.592113e-03 + i 3.573075e-05 ; -2.067920e-03 + i -5.106193e-05 ; 0.000000e+00 + i -0.000000e+00 ; 1.350439e-03 + i 2.977050e-05 ; 
5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; 0.000000e+00 + i -0.000000e+00 ; 2.773532e-02 + i 6.848240e-04 ; 1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.392796e-05 + i -4.666916e-06 ; -1.006849e-02 + i -2.486056e-04 ; 1.006849e-02 + i 2.486056e-04 ; 1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; -2.773532e-02 + i -6.848240e-04 ; 0.000000e+00 + i -0.000000e+00 ; -3.536428e-03 + i -9.089806e-05 ; 0.000000e+00 + i -0.000000e+00 ; 2.067920e-03 + i 5.106193e-05 ; -1.661259e-03 + i -4.459248e-05 ; 0.000000e+00 + i -0.000000e+00 ; 6.849692e-04 + i 1.691576e-05 ; -2.488685e-03 + i -6.502626e-05 ; -1.564088e-03 + i -3.862165e-05 ; 1.564088e-03 + i 3.862165e-05 ; -1.363098e-03 + i -3.722890e-05 ; -5.825698e-04 + i -1.438738e-05 ; 5.825698e-04 + i 1.438738e-05 ; -5.181376e-03 + i -1.315157e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.045243e-03 + i -5.407513e-05 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.536428e-03 + i -9.089806e-05 ; -2.067920e-03 + i -5.106193e-05 ; 0.000000e+00 + i -0.000000e+00 ; -1.661259e-03 + i -4.459248e-05 ; -6.849692e-04 + i -1.691576e-05 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; 2.773532e-02 + i 6.848240e-04 ; -1.006849e-02 + i -2.486056e-04 ; -4.392796e-05 + i -4.666916e-06 ; 1.006849e-02 + i 2.486056e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.773532e-02 + i -6.848240e-04 ; -9.298986e-03 + i -2.331886e-04 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.108046e-03 + i 4.847765e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.933624e-04 + i 1.849558e-05 ; -0.000000e+00 + i -0.000000e+00 ; -1.564088e-03 + i -3.862165e-05 ; 1.207538e-03 + i 2.624366e-05 ; 5.730223e-04 + i 1.414950e-05 ; -5.825698e-04 + i -1.438738e-05 ; 6.534166e-04 + i 1.257177e-05 ; 1.562041e-04 + i 3.857680e-06 ; -0.000000e+00 + i -0.000000e+00 ; 2.549129e-03 + i 5.936702e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.924580e-04 + i 2.094081e-05 ; -0.000000e+00 + i -0.000000e+00 ; -2.067920e-03 + i -5.106193e-05 ; 1.350439e-03 + i 2.977050e-05 ; 0.000000e+00 + i -0.000000e+00 ; -6.849692e-04 + i -1.691576e-05 ; 7.097020e-04 + i 1.395996e-05 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; 2.773532e-02 + i 6.848240e-04 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.773532e-02 + i 6.848240e-04 ; -9.298986e-03 + i -2.331886e-04 ; 1.006849e-02 + i 2.486056e-04 ; 1.006849e-02 + i 2.486056e-04 ; -4.392796e-05 + i -4.666916e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.843633e-02 + i 4.516354e-04 ; 2.067920e-03 + i 5.106193e-05 ; -0.000000e+00 + i -0.000000e+00 ; 1.350439e-03 + i 2.977050e-05 ; 6.849692e-04 + i 1.691576e-05 ; -0.000000e+00 + i -0.000000e+00 ; 7.097020e-04 + i 1.395996e-05 ; 1.564088e-03 + i 3.862165e-05 ; 5.730223e-04 + i 1.414950e-05 ; 1.207538e-03 + i 2.624366e-05 ; 5.825698e-04 + i 1.438738e-05 ; 1.562041e-04 + i 3.857680e-06 ; 6.534166e-04 + i 1.257177e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.549129e-03 + i 5.936702e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.924580e-04 + i 2.094081e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.108046e-03 + i 4.847765e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.933624e-04 + i 1.849558e-05 ; 
-9.298986e-03 + i -2.331886e-04 ; -0.000000e+00 + i -0.000000e+00 ; -2.773532e-02 + i -6.848240e-04 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.392796e-05 + i -4.666916e-06 ; 1.006849e-02 + i 2.486056e-04 ; -1.006849e-02 + i -2.486056e-04 ; 1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; 2.773532e-02 + i 6.848240e-04 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.231589e-03 + i -2.068316e-04 ; 0.000000e+00 + i -0.000000e+00 ; 8.532300e-03 + i 2.106756e-04 ; -3.536428e-03 + i -9.089806e-05 ; 0.000000e+00 + i -0.000000e+00 ; 2.067920e-03 + i 5.106193e-05 ; -3.780205e-03 + i -9.691918e-05 ; -4.880656e-03 + i -1.205115e-04 ; 4.880656e-03 + i 1.205115e-04 ; -2.488685e-03 + i -6.502626e-05 ; -1.564088e-03 + i -3.862165e-05 ; 1.564088e-03 + i 3.862165e-05 ; -2.026865e-02 + i -5.040448e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -5.181376e-03 + i -1.315157e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -8.231589e-03 + i -2.068316e-04 ; -8.532300e-03 + i -2.106756e-04 ; 0.000000e+00 + i -0.000000e+00 ; -3.536428e-03 + i -9.089806e-05 ; -2.067920e-03 + i -5.106193e-05 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.006849e-02 + i 2.486056e-04 ; -4.392796e-05 + i -4.666916e-06 ; 1.006849e-02 + i 2.486056e-04 ; 0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; 2.773532e-02 + i 6.848240e-04 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.773532e-02 + i 6.848240e-04 ; -9.298986e-03 + i -2.331886e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.525384e-03 + i 1.575408e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.108046e-03 + i 4.847765e-05 ; -0.000000e+00 + i -0.000000e+00 ; -4.880656e-03 + i -1.205115e-04 ; 1.839160e-03 + i 4.183226e-05 ; 2.821935e-03 + i 6.967826e-05 ; -1.564088e-03 + i -3.862165e-05 ; 1.207538e-03 + i 2.624366e-05 ; 5.730223e-04 + i 1.414950e-05 ; -0.000000e+00 + i -0.000000e+00 ; 1.006834e-02 + i 2.450197e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.549129e-03 + i 5.936702e-05 ; -0.000000e+00 + i -0.000000e+00 ; -8.532300e-03 + i -2.106756e-04 ; 1.592113e-03 + i 3.573075e-05 ; 0.000000e+00 + i -0.000000e+00 ; -2.067920e-03 + i -5.106193e-05 ; 1.350439e-03 + i 2.977050e-05 ; 0.000000e+00 + i -0.000000e+00 ; 
-2.773532e-02 + i -6.848240e-04 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; -1.006849e-02 + i -2.486056e-04 ; 1.006849e-02 + i 2.486056e-04 ; -4.392796e-05 + i -4.666916e-06 ; -0.000000e+00 + i -0.000000e+00 ; 2.773532e-02 + i 6.848240e-04 ; -9.298986e-03 + i -2.331886e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; 8.532300e-03 + i 2.106756e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.592113e-03 + i 3.573075e-05 ; 2.067920e-03 + i 5.106193e-05 ; -0.000000e+00 + i -0.000000e+00 ; 1.350439e-03 + i 2.977050e-05 ; 4.880656e-03 + i 1.205115e-04 ; 2.821935e-03 + i 6.967826e-05 ; 1.839160e-03 + i 4.183226e-05 ; 1.564088e-03 + i 3.862165e-05 ; 5.730223e-04 + i 1.414950e-05 ; 1.207538e-03 + i 2.624366e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.006834e-02 + i 2.450197e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.549129e-03 + i 5.936702e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.525384e-03 + i 1.575408e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.108046e-03 + i 4.847765e-05 ; 
1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.392796e-05 + i -4.666916e-06 ; 1.006849e-02 + i 2.486056e-04 ; 1.006849e-02 + i 2.486056e-04 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; 0.000000e+00 + i -0.000000e+00 ; 2.773532e-02 + i 6.848240e-04 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; 2.773532e-02 + i 6.848240e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.488685e-03 + i -6.502626e-05 ; 1.564088e-03 + i 3.862165e-05 ; 1.564088e-03 + i 3.862165e-05 ; -1.363098e-03 + i -3.722890e-05 ; 5.825698e-04 + i 1.438738e-05 ; 5.825698e-04 + i 1.438738e-05 ; -3.536428e-03 + i -9.089806e-05 ; 0.000000e+00 + i -0.000000e+00 ; 2.067920e-03 + i 5.106193e-05 ; -1.661259e-03 + i -4.459248e-05 ; 0.000000e+00 + i -0.000000e+00 ; 6.849692e-04 + i 1.691576e-05 ; -3.536428e-03 + i -9.089806e-05 ; 2.067920e-03 + i 5.106193e-05 ; 0.000000e+00 + i -0.000000e+00 ; -1.661259e-03 + i -4.459248e-05 ; 6.849692e-04 + i 1.691576e-05 ; 0.000000e+00 + i -0.000000e+00 ; -5.181376e-03 + i -1.315157e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.045243e-03 + i -5.407513e-05 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; -2.773532e-02 + i -6.848240e-04 ; 1.006849e-02 + i 2.486056e-04 ; -4.392796e-05 + i -4.666916e-06 ; -1.006849e-02 + i -2.486056e-04 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.773532e-02 + i 6.848240e-04 ; -9.298986e-03 + i -2.331886e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.564088e-03 + i 3.862165e-05 ; 1.207538e-03 + i 2.624366e-05 ; -5.730223e-04 + i -1.414950e-05 ; 5.825698e-04 + i 1.438738e-05 ; 6.534166e-04 + i 1.257177e-05 ; -1.562041e-04 + i -3.857680e-06 ; -0.000000e+00 + i -0.000000e+00 ; 2.108046e-03 + i 4.847765e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.933624e-04 + i 1.849558e-05 ; -0.000000e+00 + i -0.000000e+00 ; 2.067920e-03 + i 5.106193e-05 ; 1.350439e-03 + i 2.977050e-05 ; -0.000000e+00 + i -0.000000e+00 ; 6.849692e-04 + i 1.691576e-05 ; 7.097020e-04 + i 1.395996e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.549129e-03 + i 5.936702e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.924580e-04 + i 2.094081e-05 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -2.773532e-02 + i -6.848240e-04 ; -9.298986e-03 + i -2.331886e-04 ; 1.006849e-02 + i 2.486056e-04 ; -1.006849e-02 + i -2.486056e-04 ; -4.392796e-05 + i -4.666916e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; 2.773532e-02 + i 6.848240e-04 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; 1.564088e-03 + i 3.862165e-05 ; -5.730223e-04 + i -1.414950e-05 ; 1.207538e-03 + i 2.624366e-05 ; 5.825698e-04 + i 1.438738e-05 ; -1.562041e-04 + i -3.857680e-06 ; 6.534166e-04 + i 1.257177e-05 ; 2.067920e-03 + i 5.106193e-05 ; -0.000000e+00 + i -0.000000e+00 ; 1.350439e-03 + i 2.977050e-05 ; 6.849692e-04 + i 1.691576e-05 ; -0.000000e+00 + i -0.000000e+00 ; 7.097020e-04 + i 1.395996e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.108046e-03 + i 4.847765e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.933624e-04 + i 1.849558e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.549129e-03 + i 5.936702e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.924580e-04 + i 2.094081e-05 ; 
-4.392796e-05 + i -4.666916e-06 ; -1.006849e-02 + i -2.486056e-04 ; -1.006849e-02 + i -2.486056e-04 ; 1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; -0.000000e+00 + i -0.000000e+00 ; -2.773532e-02 + i -6.848240e-04 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; -2.773532e-02 + i -6.848240e-04 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.780205e-03 + i -9.691918e-05 ; 4.880656e-03 + i 1.205115e-04 ; 4.880656e-03 + i 1.205115e-04 ; -2.488685e-03 + i -6.502626e-05 ; 1.564088e-03 + i 3.862165e-05 ; 1.564088e-03 + i 3.862165e-05 ; -8.231589e-03 + i -2.068316e-04 ; 0.000000e+00 + i -0.000000e+00 ; 8.532300e-03 + i 2.106756e-04 ; -3.536428e-03 + i -9.089806e-05 ; 0.000000e+00 + i -0.000000e+00 ; 2.067920e-03 + i 5.106193e-05 ; -8.231589e-03 + i -2.068316e-04 ; 8.532300e-03 + i 2.106756e-04 ; 0.000000e+00 + i -0.000000e+00 ; -3.536428e-03 + i -9.089806e-05 ; 2.067920e-03 + i 5.106193e-05 ; 0.000000e+00 + i -0.000000e+00 ; -2.026865e-02 + i -5.040448e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -5.181376e-03 + i -1.315157e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 
-1.006849e-02 + i -2.486056e-04 ; -4.392796e-05 + i -4.666916e-06 ; -1.006849e-02 + i -2.486056e-04 ; -0.000000e+00 + i -0.000000e+00 ; -9.298986e-03 + i -2.331886e-04 ; -2.773532e-02 + i -6.848240e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.843633e-02 + i 4.516354e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -2.773532e-02 + i -6.848240e-04 ; -9.298986e-03 + i -2.331886e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.046344e-01 + i -2.587154e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.220275e-02 + i 1.285373e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.218721e+00 + i 5.396939e-03 ; -0.000000e+00 + i -0.000000e+00 ; 4.880656e-03 + i 1.205115e-04 ; 1.839160e-03 + i 4.183226e-05 ; -2.821935e-03 + i -6.967826e-05 ; 1.564088e-03 + i 3.862165e-05 ; 1.207538e-03 + i 2.624366e-05 ; -5.730223e-04 + i -1.414950e-05 ; -0.000000e+00 + i -0.000000e+00 ; 6.525384e-03 + i 1.575408e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.108046e-03 + i 4.847765e-05 ; -0.000000e+00 + i -0.000000e+00 ; 8.532300e-03 + i 2.106756e-04 ; 1.592113e-03 + i 3.573075e-05 ; -0.000000e+00 + i -0.000000e+00 ; 2.067920e-03 + i 5.106193e-05 ; 1.350439e-03 + i 2.977050e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.006834e-02 + i 2.450197e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.549129e-03 + i 5.936702e-05 ; -0.000000e+00 + i -0.000000e+00 ; 
