3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; -2.739353e-01 + i -1.290007e-01 ; 0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.739353e-01 + i -1.290007e-01 ; 1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.232681e-05 + i -1.102145e-05 ; -9.940954e-02 + i -4.681361e-02 ; -9.940954e-02 + i -4.681361e-02 ; -5.081916e-02 + i -2.393210e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.992904e-02 + i -9.385426e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.460726e-02 + i -1.629764e-02 ; -2.037851e-02 + i -9.596581e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.615323e-02 + i -7.607333e-03 ; -6.734849e-03 + i -3.171552e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.460726e-02 + i -1.629764e-02 ; 0.000000e+00 + i -0.000000e+00 ; -2.037851e-02 + i -9.596581e-03 ; -1.615323e-02 + i -7.607333e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.734849e-03 + i -3.171552e-03 ; -2.428720e-02 + i -1.143775e-02 ; -1.540808e-02 + i -7.255919e-03 ; -1.540808e-02 + i -7.255919e-03 ; -1.322297e-02 + i -6.227426e-03 ; -5.726013e-03 + i -2.696475e-03 ; -5.726013e-03 + i -2.696475e-03 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.163491e+00 + i 1.018823e+00 ; 9.940954e-02 + i 4.681361e-02 ; 9.940954e-02 + i 4.681361e-02 ; -2.232681e-05 + i -1.102145e-05 ; 0.000000e+00 + i -0.000000e+00 ; 2.739353e-01 + i 1.290007e-01 ; -9.133916e-02 + i -4.301364e-02 ; 2.739353e-01 + i 1.290007e-01 ; 0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.476111e-02 + i 3.049658e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.101675e-02 + i 9.896632e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.982036e-02 + i 4.700656e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.538844e-02 + i 1.195533e-02 ; -4.815496e-02 + i -2.267697e-02 ; 2.784260e-02 + i 1.311155e-02 ; 1.846388e-02 + i 8.694440e-03 ; -1.540808e-02 + i -7.255919e-03 ; 5.644930e-03 + i 2.658292e-03 ; 1.212486e-02 + i 5.709293e-03 ; -8.421320e-02 + i -3.965740e-02 ; 0.000000e+00 + i -0.000000e+00 ; 1.607007e-02 + i 7.567158e-03 ; -2.037851e-02 + i -9.596581e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.355084e-02 + i 6.380811e-03 ; 
5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; 0.000000e+00 + i -0.000000e+00 ; 2.739353e-01 + i 1.290007e-01 ; 1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.232681e-05 + i -1.102145e-05 ; -9.940954e-02 + i -4.681361e-02 ; 9.940954e-02 + i 4.681361e-02 ; 3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; -2.739353e-01 + i -1.290007e-01 ; 0.000000e+00 + i -0.000000e+00 ; -3.460726e-02 + i -1.629764e-02 ; 0.000000e+00 + i -0.000000e+00 ; 2.037851e-02 + i 9.596581e-03 ; -1.615323e-02 + i -7.607333e-03 ; 0.000000e+00 + i -0.000000e+00 ; 6.734849e-03 + i 3.171552e-03 ; -2.428720e-02 + i -1.143775e-02 ; -1.540808e-02 + i -7.255919e-03 ; 1.540808e-02 + i 7.255919e-03 ; -1.322297e-02 + i -6.227426e-03 ; -5.726013e-03 + i -2.696475e-03 ; 5.726013e-03 + i 2.696475e-03 ; -5.081916e-02 + i -2.393210e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.992904e-02 + i -9.385426e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.460726e-02 + i -1.629764e-02 ; -2.037851e-02 + i -9.596581e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.615323e-02 + i -7.607333e-03 ; -6.734849e-03 + i -3.171552e-03 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; 2.739353e-01 + i 1.290007e-01 ; -9.940954e-02 + i -4.681361e-02 ; -2.232681e-05 + i -1.102145e-05 ; 9.940954e-02 + i 4.681361e-02 ; -0.000000e+00 + i -0.000000e+00 ; 3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; 0.000000e+00 + i -0.000000e+00 ; -2.739353e-01 + i -1.290007e-01 ; -9.133916e-02 + i -4.301364e-02 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.101675e-02 + i 9.896632e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.964671e-03 + i 4.221105e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.540808e-02 + i -7.255919e-03 ; 1.212486e-02 + i 5.709293e-03 ; 5.644930e-03 + i 2.658292e-03 ; -5.726013e-03 + i -2.696475e-03 ; 6.597121e-03 + i 3.106187e-03 ; 1.535313e-03 + i 7.230043e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.538844e-02 + i 1.195533e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.949136e-03 + i 4.684706e-03 ; -0.000000e+00 + i -0.000000e+00 ; -2.037851e-02 + i -9.596581e-03 ; 1.355084e-02 + i 6.380811e-03 ; 0.000000e+00 + i -0.000000e+00 ; -6.734849e-03 + i -3.171552e-03 ; 7.158859e-03 + i 3.370719e-03 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; 2.739353e-01 + i 1.290007e-01 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; -0.000000e+00 + i -0.000000e+00 ; 2.739353e-01 + i 1.290007e-01 ; -9.133916e-02 + i -4.301364e-02 ; 9.940954e-02 + i 4.681361e-02 ; 9.940954e-02 + i 4.681361e-02 ; -2.232681e-05 + i -1.102145e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.825961e-01 + i 8.598706e-02 ; 2.037851e-02 + i 9.596581e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.355084e-02 + i 6.380811e-03 ; 6.734849e-03 + i 3.171552e-03 ; -0.000000e+00 + i -0.000000e+00 ; 7.158859e-03 + i 3.370719e-03 ; 1.540808e-02 + i 7.255919e-03 ; 5.644930e-03 + i 2.658292e-03 ; 1.212486e-02 + i 5.709293e-03 ; 5.726013e-03 + i 2.696475e-03 ; 1.535313e-03 + i 7.230043e-04 ; 6.597121e-03 + i 3.106187e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.538844e-02 + i 1.195533e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.949136e-03 + i 4.684706e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.101675e-02 + i 9.896632e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.964671e-03 + i 4.221105e-03 ; 
-9.133916e-02 + i -4.301364e-02 ; -0.000000e+00 + i -0.000000e+00 ; -2.739353e-01 + i -1.290007e-01 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.232681e-05 + i -1.102145e-05 ; 9.940954e-02 + i 4.681361e-02 ; -9.940954e-02 + i -4.681361e-02 ; 1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; 2.739353e-01 + i 1.290007e-01 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.088917e-02 + i -3.809257e-02 ; 0.000000e+00 + i -0.000000e+00 ; 8.421320e-02 + i 3.965740e-02 ; -3.460726e-02 + i -1.629764e-02 ; 0.000000e+00 + i -0.000000e+00 ; 2.037851e-02 + i 9.596581e-03 ; -3.697955e-02 + i -1.741479e-02 ; -4.815496e-02 + i -2.267697e-02 ; 4.815496e-02 + i 2.267697e-02 ; -2.428720e-02 + i -1.143775e-02 ; -1.540808e-02 + i -7.255919e-03 ; 1.540808e-02 + i 7.255919e-03 ; -1.997078e-01 + i -9.404624e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -5.081916e-02 + i -2.393210e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -8.088917e-02 + i -3.809257e-02 ; -8.421320e-02 + i -3.965740e-02 ; 0.000000e+00 + i -0.000000e+00 ; -3.460726e-02 + i -1.629764e-02 ; -2.037851e-02 + i -9.596581e-03 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; 9.940954e-02 + i 4.681361e-02 ; -2.232681e-05 + i -1.102145e-05 ; 9.940954e-02 + i 4.681361e-02 ; 0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; 2.739353e-01 + i 1.290007e-01 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.739353e-01 + i 1.290007e-01 ; -9.133916e-02 + i -4.301364e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.476111e-02 + i 3.049658e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.101675e-02 + i 9.896632e-03 ; -0.000000e+00 + i -0.000000e+00 ; -4.815496e-02 + i -2.267697e-02 ; 1.846388e-02 + i 8.694440e-03 ; 2.784260e-02 + i 1.311155e-02 ; -1.540808e-02 + i -7.255919e-03 ; 1.212486e-02 + i 5.709293e-03 ; 5.644930e-03 + i 2.658292e-03 ; -0.000000e+00 + i -0.000000e+00 ; 9.982036e-02 + i 4.700656e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.538844e-02 + i 1.195533e-02 ; -0.000000e+00 + i -0.000000e+00 ; -8.421320e-02 + i -3.965740e-02 ; 1.607007e-02 + i 7.567158e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.037851e-02 + i -9.596581e-03 ; 1.355084e-02 + i 6.380811e-03 ; 0.000000e+00 + i -0.000000e+00 ; 
-2.739353e-01 + i -1.290007e-01 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; -9.940954e-02 + i -4.681361e-02 ; 9.940954e-02 + i 4.681361e-02 ; -2.232681e-05 + i -1.102145e-05 ; -0.000000e+00 + i -0.000000e+00 ; 2.739353e-01 + i 1.290007e-01 ; -9.133916e-02 + i -4.301364e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; 8.421320e-02 + i 3.965740e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.607007e-02 + i 7.567158e-03 ; 2.037851e-02 + i 9.596581e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.355084e-02 + i 6.380811e-03 ; 4.815496e-02 + i 2.267697e-02 ; 2.784260e-02 + i 1.311155e-02 ; 1.846388e-02 + i 8.694440e-03 ; 1.540808e-02 + i 7.255919e-03 ; 5.644930e-03 + i 2.658292e-03 ; 1.212486e-02 + i 5.709293e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.982036e-02 + i 4.700656e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.538844e-02 + i 1.195533e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 6.476111e-02 + i 3.049658e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.101675e-02 + i 9.896632e-03 ; 
1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -2.232681e-05 + i -1.102145e-05 ; 9.940954e-02 + i 4.681361e-02 ; 9.940954e-02 + i 4.681361e-02 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; 0.000000e+00 + i -0.000000e+00 ; 2.739353e-01 + i 1.290007e-01 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; 2.739353e-01 + i 1.290007e-01 ; 0.000000e+00 + i -0.000000e+00 ; 3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.428720e-02 + i -1.143775e-02 ; 1.540808e-02 + i 7.255919e-03 ; 1.540808e-02 + i 7.255919e-03 ; -1.322297e-02 + i -6.227426e-03 ; 5.726013e-03 + i 2.696475e-03 ; 5.726013e-03 + i 2.696475e-03 ; -3.460726e-02 + i -1.629764e-02 ; 0.000000e+00 + i -0.000000e+00 ; 2.037851e-02 + i 9.596581e-03 ; -1.615323e-02 + i -7.607333e-03 ; 0.000000e+00 + i -0.000000e+00 ; 6.734849e-03 + i 3.171552e-03 ; -3.460726e-02 + i -1.629764e-02 ; 2.037851e-02 + i 9.596581e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.615323e-02 + i -7.607333e-03 ; 6.734849e-03 + i 3.171552e-03 ; 0.000000e+00 + i -0.000000e+00 ; -5.081916e-02 + i -2.393210e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.992904e-02 + i -9.385426e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; -2.739353e-01 + i -1.290007e-01 ; 9.940954e-02 + i 4.681361e-02 ; -2.232681e-05 + i -1.102145e-05 ; -9.940954e-02 + i -4.681361e-02 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; -0.000000e+00 + i -0.000000e+00 ; 2.739353e-01 + i 1.290007e-01 ; -9.133916e-02 + i -4.301364e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; 1.540808e-02 + i 7.255919e-03 ; 1.212486e-02 + i 5.709293e-03 ; -5.644930e-03 + i -2.658292e-03 ; 5.726013e-03 + i 2.696475e-03 ; 6.597121e-03 + i 3.106187e-03 ; -1.535313e-03 + i -7.230043e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.101675e-02 + i 9.896632e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.964671e-03 + i 4.221105e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.037851e-02 + i 9.596581e-03 ; 1.355084e-02 + i 6.380811e-03 ; -0.000000e+00 + i -0.000000e+00 ; 6.734849e-03 + i 3.171552e-03 ; 7.158859e-03 + i 3.370719e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.538844e-02 + i 1.195533e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.949136e-03 + i 4.684706e-03 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -2.739353e-01 + i -1.290007e-01 ; -9.133916e-02 + i -4.301364e-02 ; 9.940954e-02 + i 4.681361e-02 ; -9.940954e-02 + i -4.681361e-02 ; -2.232681e-05 + i -1.102145e-05 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; 2.739353e-01 + i 1.290007e-01 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; 1.540808e-02 + i 7.255919e-03 ; -5.644930e-03 + i -2.658292e-03 ; 1.212486e-02 + i 5.709293e-03 ; 5.726013e-03 + i 2.696475e-03 ; -1.535313e-03 + i -7.230043e-04 ; 6.597121e-03 + i 3.106187e-03 ; 2.037851e-02 + i 9.596581e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.355084e-02 + i 6.380811e-03 ; 6.734849e-03 + i 3.171552e-03 ; -0.000000e+00 + i -0.000000e+00 ; 7.158859e-03 + i 3.370719e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.101675e-02 + i 9.896632e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 8.964671e-03 + i 4.221105e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.538844e-02 + i 1.195533e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.949136e-03 + i 4.684706e-03 ; 
-2.232681e-05 + i -1.102145e-05 ; -9.940954e-02 + i -4.681361e-02 ; -9.940954e-02 + i -4.681361e-02 ; 1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; -0.000000e+00 + i -0.000000e+00 ; -2.739353e-01 + i -1.290007e-01 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; -2.739353e-01 + i -1.290007e-01 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -3.697955e-02 + i -1.741479e-02 ; 4.815496e-02 + i 2.267697e-02 ; 4.815496e-02 + i 2.267697e-02 ; -2.428720e-02 + i -1.143775e-02 ; 1.540808e-02 + i 7.255919e-03 ; 1.540808e-02 + i 7.255919e-03 ; -8.088917e-02 + i -3.809257e-02 ; 0.000000e+00 + i -0.000000e+00 ; 8.421320e-02 + i 3.965740e-02 ; -3.460726e-02 + i -1.629764e-02 ; 0.000000e+00 + i -0.000000e+00 ; 2.037851e-02 + i 9.596581e-03 ; -8.088917e-02 + i -3.809257e-02 ; 8.421320e-02 + i 3.965740e-02 ; 0.000000e+00 + i -0.000000e+00 ; -3.460726e-02 + i -1.629764e-02 ; 2.037851e-02 + i 9.596581e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.997078e-01 + i -9.404624e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -5.081916e-02 + i -2.393210e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 
-9.940954e-02 + i -4.681361e-02 ; -2.232681e-05 + i -1.102145e-05 ; -9.940954e-02 + i -4.681361e-02 ; -0.000000e+00 + i -0.000000e+00 ; -9.133916e-02 + i -4.301364e-02 ; -2.739353e-01 + i -1.290007e-01 ; -0.000000e+00 + i -0.000000e+00 ; 1.825961e-01 + i 8.598706e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -2.739353e-01 + i -1.290007e-01 ; -9.133916e-02 + i -4.301364e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.033094e+00 + i -4.865017e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.164888e-01 + i 2.432227e-01 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 3.163491e+00 + i 1.018823e+00 ; -0.000000e+00 + i -0.000000e+00 ; 4.815496e-02 + i 2.267697e-02 ; 1.846388e-02 + i 8.694440e-03 ; -2.784260e-02 + i -1.311155e-02 ; 1.540808e-02 + i 7.255919e-03 ; 1.212486e-02 + i 5.709293e-03 ; -5.644930e-03 + i -2.658292e-03 ; -0.000000e+00 + i -0.000000e+00 ; 6.476111e-02 + i 3.049658e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.101675e-02 + i 9.896632e-03 ; -0.000000e+00 + i -0.000000e+00 ; 8.421320e-02 + i 3.965740e-02 ; 1.607007e-02 + i 7.567158e-03 ; -0.000000e+00 + i -0.000000e+00 ; 2.037851e-02 + i 9.596581e-03 ; 1.355084e-02 + i 6.380811e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.982036e-02 + i 4.700656e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.538844e-02 + i 1.195533e-02 ; -0.000000e+00 + i -0.000000e+00 ; 
