1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; -3.017487e-02 + i -1.205734e-02 ; 0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.017487e-02 + i -1.205734e-02 ; 2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.852359e-06 + i -2.086341e-06 ; -1.095049e-02 + i -4.375621e-03 ; -1.095049e-02 + i -4.375621e-03 ; -5.599966e-03 + i -2.237795e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.196825e-03 + i -8.779599e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.813969e-03 + i -1.524142e-03 ; -2.245027e-03 + i -8.970730e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.780810e-03 + i -7.117276e-04 ; -7.420424e-04 + i -2.965070e-04 ; 0.000000e+00 + i -0.000000e+00 ; -3.813969e-03 + i -1.524142e-03 ; 0.000000e+00 + i -0.000000e+00 ; -2.245027e-03 + i -8.970730e-04 ; -1.780810e-03 + i -7.117276e-04 ; 0.000000e+00 + i -0.000000e+00 ; -7.420424e-04 + i -2.965070e-04 ; -2.677016e-03 + i -1.069835e-03 ; -1.697483e-03 + i -6.782842e-04 ; -1.697483e-03 + i -6.782842e-04 ; -1.457948e-03 + i -5.827175e-04 ; -6.309011e-04 + i -2.520969e-04 ; -6.309011e-04 + i -2.520969e-04 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.238297e+00 + i 9.521898e-02 ; 1.095049e-02 + i 4.375621e-03 ; 1.095049e-02 + i 4.375621e-03 ; -4.852359e-06 + i -2.086341e-06 ; 0.000000e+00 + i -0.000000e+00 ; 3.017487e-02 + i 1.205734e-02 ; -1.006424e-02 + i -4.021641e-03 ; 3.017487e-02 + i 1.205734e-02 ; 0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.131840e-03 + i 2.849609e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.313927e-03 + i 9.244569e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.099334e-02 + i 4.392598e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.795395e-03 + i 1.116843e-03 ; -5.304719e-03 + i -2.119672e-03 ; 3.067123e-03 + i 1.225568e-03 ; 2.032121e-03 + i 8.118521e-04 ; -1.697483e-03 + i -6.782842e-04 ; 6.218931e-04 + i 2.484974e-04 ; 1.334443e-03 + i 5.330725e-04 ; -9.276700e-03 + i -3.706805e-03 ; 0.000000e+00 + i -0.000000e+00 ; 1.768166e-03 + i 7.063803e-04 ; -2.245027e-03 + i -8.970730e-04 ; 0.000000e+00 + i -0.000000e+00 ; 1.491435e-03 + i 5.958036e-04 ; 
5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; 0.000000e+00 + i -0.000000e+00 ; 3.017487e-02 + i 1.205734e-02 ; 2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.852359e-06 + i -2.086341e-06 ; -1.095049e-02 + i -4.375621e-03 ; 1.095049e-02 + i 4.375621e-03 ; 1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; -3.017487e-02 + i -1.205734e-02 ; 0.000000e+00 + i -0.000000e+00 ; -3.813969e-03 + i -1.524142e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.245027e-03 + i 8.970730e-04 ; -1.780810e-03 + i -7.117276e-04 ; 0.000000e+00 + i -0.000000e+00 ; 7.420424e-04 + i 2.965070e-04 ; -2.677016e-03 + i -1.069835e-03 ; -1.697483e-03 + i -6.782842e-04 ; 1.697483e-03 + i 6.782842e-04 ; -1.457948e-03 + i -5.827175e-04 ; -6.309011e-04 + i -2.520969e-04 ; 6.309011e-04 + i 2.520969e-04 ; -5.599966e-03 + i -2.237795e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.196825e-03 + i -8.779599e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -3.813969e-03 + i -1.524142e-03 ; -2.245027e-03 + i -8.970730e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.780810e-03 + i -7.117276e-04 ; -7.420424e-04 + i -2.965070e-04 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; 3.017487e-02 + i 1.205734e-02 ; -1.095049e-02 + i -4.375621e-03 ; -4.852359e-06 + i -2.086341e-06 ; 1.095049e-02 + i 4.375621e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; 0.000000e+00 + i -0.000000e+00 ; -3.017487e-02 + i -1.205734e-02 ; -1.006424e-02 + i -4.021641e-03 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.313927e-03 + i 9.244569e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.866683e-04 + i 3.941078e-04 ; -0.000000e+00 + i -0.000000e+00 ; -1.697483e-03 + i -6.782842e-04 ; 1.334443e-03 + i 5.330725e-04 ; 6.218931e-04 + i 2.484974e-04 ; -6.309011e-04 + i -2.520969e-04 ; 7.258611e-04 + i 2.898939e-04 ; 1.691631e-04 + i 6.759460e-05 ; -0.000000e+00 + i -0.000000e+00 ; 2.795395e-03 + i 1.116843e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.095077e-03 + i 4.374262e-04 ; -0.000000e+00 + i -0.000000e+00 ; -2.245027e-03 + i -8.970730e-04 ; 1.491435e-03 + i 5.958036e-04 ; 0.000000e+00 + i -0.000000e+00 ; -7.420424e-04 + i -2.965070e-04 ; 7.877049e-04 + i 3.146056e-04 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; 3.017487e-02 + i 1.205734e-02 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; -0.000000e+00 + i -0.000000e+00 ; 3.017487e-02 + i 1.205734e-02 ; -1.006424e-02 + i -4.021641e-03 ; 1.095049e-02 + i 4.375621e-03 ; 1.095049e-02 + i 4.375621e-03 ; -4.852359e-06 + i -2.086341e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.011062e-02 + i 8.035701e-03 ; 2.245027e-03 + i 8.970730e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.491435e-03 + i 5.958036e-04 ; 7.420424e-04 + i 2.965070e-04 ; -0.000000e+00 + i -0.000000e+00 ; 7.877049e-04 + i 3.146056e-04 ; 1.697483e-03 + i 6.782842e-04 ; 6.218931e-04 + i 2.484974e-04 ; 1.334443e-03 + i 5.330725e-04 ; 6.309011e-04 + i 2.520969e-04 ; 1.691631e-04 + i 6.759460e-05 ; 7.258611e-04 + i 2.898939e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.795395e-03 + i 1.116843e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.095077e-03 + i 4.374262e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.313927e-03 + i 9.244569e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.866683e-04 + i 3.941078e-04 ; 
-1.006424e-02 + i -4.021641e-03 ; -0.000000e+00 + i -0.000000e+00 ; -3.017487e-02 + i -1.205734e-02 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.852359e-06 + i -2.086341e-06 ; 1.095049e-02 + i 4.375621e-03 ; -1.095049e-02 + i -4.375621e-03 ; 2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; 3.017487e-02 + i 1.205734e-02 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -8.912605e-03 + i -3.561466e-03 ; 0.000000e+00 + i -0.000000e+00 ; 9.276700e-03 + i 3.706805e-03 ; -3.813969e-03 + i -1.524142e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.245027e-03 + i 8.970730e-04 ; -4.075491e-03 + i -1.628641e-03 ; -5.304719e-03 + i -2.119672e-03 ; 5.304719e-03 + i 2.119672e-03 ; -2.677016e-03 + i -1.069835e-03 ; -1.697483e-03 + i -6.782842e-04 ; 1.697483e-03 + i 6.782842e-04 ; -2.200127e-02 + i -8.791463e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -5.599966e-03 + i -2.237795e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -8.912605e-03 + i -3.561466e-03 ; -9.276700e-03 + i -3.706805e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.813969e-03 + i -1.524142e-03 ; -2.245027e-03 + i -8.970730e-04 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; 2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.095049e-02 + i 4.375621e-03 ; -4.852359e-06 + i -2.086341e-06 ; 1.095049e-02 + i 4.375621e-03 ; 0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; 3.017487e-02 + i 1.205734e-02 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; 3.017487e-02 + i 1.205734e-02 ; -1.006424e-02 + i -4.021641e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; 0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.131840e-03 + i 2.849609e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.313927e-03 + i 9.244569e-04 ; -0.000000e+00 + i -0.000000e+00 ; -5.304719e-03 + i -2.119672e-03 ; 2.032121e-03 + i 8.118521e-04 ; 3.067123e-03 + i 1.225568e-03 ; -1.697483e-03 + i -6.782842e-04 ; 1.334443e-03 + i 5.330725e-04 ; 6.218931e-04 + i 2.484974e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.099334e-02 + i 4.392598e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.795395e-03 + i 1.116843e-03 ; -0.000000e+00 + i -0.000000e+00 ; -9.276700e-03 + i -3.706805e-03 ; 1.768166e-03 + i 7.063803e-04 ; 0.000000e+00 + i -0.000000e+00 ; -2.245027e-03 + i -8.970730e-04 ; 1.491435e-03 + i 5.958036e-04 ; 0.000000e+00 + i -0.000000e+00 ; 
-3.017487e-02 + i -1.205734e-02 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; -1.095049e-02 + i -4.375621e-03 ; 1.095049e-02 + i 4.375621e-03 ; -4.852359e-06 + i -2.086341e-06 ; -0.000000e+00 + i -0.000000e+00 ; 3.017487e-02 + i 1.205734e-02 ; -1.006424e-02 + i -4.021641e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; 9.276700e-03 + i 3.706805e-03 ; -0.000000e+00 + i -0.000000e+00 ; 1.768166e-03 + i 7.063803e-04 ; 2.245027e-03 + i 8.970730e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.491435e-03 + i 5.958036e-04 ; 5.304719e-03 + i 2.119672e-03 ; 3.067123e-03 + i 1.225568e-03 ; 2.032121e-03 + i 8.118521e-04 ; 1.697483e-03 + i 6.782842e-04 ; 6.218931e-04 + i 2.484974e-04 ; 1.334443e-03 + i 5.330725e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.099334e-02 + i 4.392598e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.795395e-03 + i 1.116843e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 7.131840e-03 + i 2.849609e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.313927e-03 + i 9.244569e-04 ; 
2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.852359e-06 + i -2.086341e-06 ; 1.095049e-02 + i 4.375621e-03 ; 1.095049e-02 + i 4.375621e-03 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; 0.000000e+00 + i -0.000000e+00 ; 3.017487e-02 + i 1.205734e-02 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; 3.017487e-02 + i 1.205734e-02 ; 0.000000e+00 + i -0.000000e+00 ; 1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.677016e-03 + i -1.069835e-03 ; 1.697483e-03 + i 6.782842e-04 ; 1.697483e-03 + i 6.782842e-04 ; -1.457948e-03 + i -5.827175e-04 ; 6.309011e-04 + i 2.520969e-04 ; 6.309011e-04 + i 2.520969e-04 ; -3.813969e-03 + i -1.524142e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.245027e-03 + i 8.970730e-04 ; -1.780810e-03 + i -7.117276e-04 ; 0.000000e+00 + i -0.000000e+00 ; 7.420424e-04 + i 2.965070e-04 ; -3.813969e-03 + i -1.524142e-03 ; 2.245027e-03 + i 8.970730e-04 ; 0.000000e+00 + i -0.000000e+00 ; -1.780810e-03 + i -7.117276e-04 ; 7.420424e-04 + i 2.965070e-04 ; 0.000000e+00 + i -0.000000e+00 ; -5.599966e-03 + i -2.237795e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -2.196825e-03 + i -8.779599e-04 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; -3.017487e-02 + i -1.205734e-02 ; 1.095049e-02 + i 4.375621e-03 ; -4.852359e-06 + i -2.086341e-06 ; -1.095049e-02 + i -4.375621e-03 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; -0.000000e+00 + i -0.000000e+00 ; 3.017487e-02 + i 1.205734e-02 ; -1.006424e-02 + i -4.021641e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; 1.697483e-03 + i 6.782842e-04 ; 1.334443e-03 + i 5.330725e-04 ; -6.218931e-04 + i -2.484974e-04 ; 6.309011e-04 + i 2.520969e-04 ; 7.258611e-04 + i 2.898939e-04 ; -1.691631e-04 + i -6.759460e-05 ; -0.000000e+00 + i -0.000000e+00 ; 2.313927e-03 + i 9.244569e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.866683e-04 + i 3.941078e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.245027e-03 + i 8.970730e-04 ; 1.491435e-03 + i 5.958036e-04 ; -0.000000e+00 + i -0.000000e+00 ; 7.420424e-04 + i 2.965070e-04 ; 7.877049e-04 + i 3.146056e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.795395e-03 + i 1.116843e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.095077e-03 + i 4.374262e-04 ; -0.000000e+00 + i -0.000000e+00 ; 
-0.000000e+00 + i -0.000000e+00 ; -3.017487e-02 + i -1.205734e-02 ; -1.006424e-02 + i -4.021641e-03 ; 1.095049e-02 + i 4.375621e-03 ; -1.095049e-02 + i -4.375621e-03 ; -4.852359e-06 + i -2.086341e-06 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; 3.017487e-02 + i 1.205734e-02 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; 1.697483e-03 + i 6.782842e-04 ; -6.218931e-04 + i -2.484974e-04 ; 1.334443e-03 + i 5.330725e-04 ; 6.309011e-04 + i 2.520969e-04 ; -1.691631e-04 + i -6.759460e-05 ; 7.258611e-04 + i 2.898939e-04 ; 2.245027e-03 + i 8.970730e-04 ; -0.000000e+00 + i -0.000000e+00 ; 1.491435e-03 + i 5.958036e-04 ; 7.420424e-04 + i 2.965070e-04 ; -0.000000e+00 + i -0.000000e+00 ; 7.877049e-04 + i 3.146056e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.313927e-03 + i 9.244569e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 9.866683e-04 + i 3.941078e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.795395e-03 + i 1.116843e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.095077e-03 + i 4.374262e-04 ; 
-4.852359e-06 + i -2.086341e-06 ; -1.095049e-02 + i -4.375621e-03 ; -1.095049e-02 + i -4.375621e-03 ; 2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; -0.000000e+00 + i -0.000000e+00 ; -3.017487e-02 + i -1.205734e-02 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; -3.017487e-02 + i -1.205734e-02 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -4.075491e-03 + i -1.628641e-03 ; 5.304719e-03 + i 2.119672e-03 ; 5.304719e-03 + i 2.119672e-03 ; -2.677016e-03 + i -1.069835e-03 ; 1.697483e-03 + i 6.782842e-04 ; 1.697483e-03 + i 6.782842e-04 ; -8.912605e-03 + i -3.561466e-03 ; 0.000000e+00 + i -0.000000e+00 ; 9.276700e-03 + i 3.706805e-03 ; -3.813969e-03 + i -1.524142e-03 ; 0.000000e+00 + i -0.000000e+00 ; 2.245027e-03 + i 8.970730e-04 ; -8.912605e-03 + i -3.561466e-03 ; 9.276700e-03 + i 3.706805e-03 ; 0.000000e+00 + i -0.000000e+00 ; -3.813969e-03 + i -1.524142e-03 ; 2.245027e-03 + i 8.970730e-04 ; 0.000000e+00 + i -0.000000e+00 ; -2.200127e-02 + i -8.791463e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; -5.599966e-03 + i -2.237795e-03 ; 0.000000e+00 + i -0.000000e+00 ; 0.000000e+00 + i -0.000000e+00 ; 
-1.095049e-02 + i -4.375621e-03 ; -4.852359e-06 + i -2.086341e-06 ; -1.095049e-02 + i -4.375621e-03 ; -0.000000e+00 + i -0.000000e+00 ; -1.006424e-02 + i -4.021641e-03 ; -3.017487e-02 + i -1.205734e-02 ; -0.000000e+00 + i -0.000000e+00 ; 2.011062e-02 + i 8.035701e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -3.017487e-02 + i -1.205734e-02 ; -1.006424e-02 + i -4.021641e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; -1.138008e-01 + i -4.547291e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 5.688771e-02 + i 2.273117e-02 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.238297e+00 + i 9.521898e-02 ; -0.000000e+00 + i -0.000000e+00 ; 5.304719e-03 + i 2.119672e-03 ; 2.032121e-03 + i 8.118521e-04 ; -3.067123e-03 + i -1.225568e-03 ; 1.697483e-03 + i 6.782842e-04 ; 1.334443e-03 + i 5.330725e-04 ; -6.218931e-04 + i -2.484974e-04 ; -0.000000e+00 + i -0.000000e+00 ; 7.131840e-03 + i 2.849609e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.313927e-03 + i 9.244569e-04 ; -0.000000e+00 + i -0.000000e+00 ; 9.276700e-03 + i 3.706805e-03 ; 1.768166e-03 + i 7.063803e-04 ; -0.000000e+00 + i -0.000000e+00 ; 2.245027e-03 + i 8.970730e-04 ; 1.491435e-03 + i 5.958036e-04 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 1.099334e-02 + i 4.392598e-03 ; -0.000000e+00 + i -0.000000e+00 ; -0.000000e+00 + i -0.000000e+00 ; 2.795395e-03 + i 1.116843e-03 ; -0.000000e+00 + i -0.000000e+00 ; 
